0,1,2,3,4
0.8529279045832071,0.8208272819080887,-0.24776383829312232,-0.030768102828739295,0.11200268028903371
0.11200849217133932,-0.360506001400756,-0.08028835398457566,-1.6816915354667874,-1.3552619524374345
-0.6289109202405285,-0.9511726430551783,0.09538393446842446,-1.3170731072094988,1.5473752277865167
-1.3698303326523964,1.7068272443897223,-1.574743485123641,-0.06856362090720722,1.7153401826253147
0.8529279045832071,0.23016064025366637,0.21013724314239143,-0.38152392530355517,-0.027104017627662413
0.11200849217133932,-0.9511726430551783,0.8003248841496431,1.1595898180794284,1.6990509672083147
0.11200849217133932,0.5254939610808775,-0.03967221136366907,-0.6641109895502622,0.7230521266315809
1.5938473169950749,-0.360506001400756,-1.5788088123225563,1.2933738204625336,1.4662046681520706
0.11200849217133932,1.1161606027353,-0.8796096697891008,1.6916397644958292,-0.8265523241753069
-1.3698303326523964,0.23016064025366637,-1.1637625999025352,-0.2545608947207454,0.4842935169152863
0.8529279045832071,-1.2465059638823897,1.356263286220233,0.5908712674631694,-0.16171106377732597
0.8529279045832071,-0.9511726430551783,-1.5285990883419647,0.7548280032199501,1.6894964023047954
-0.6289109202405285,1.7068272443897223,0.932014895349831,-1.6627016897924907,-0.6683593650488853
1.5938473169950749,-1.2465059638823897,0.722771041019957,-1.6733637602784341,0.03510898113091847
-0.6289109202405285,1.1161606027353,-0.23035576027066124,1.0671190211995718,-0.6804022009654123
-0.6289109202405285,0.8208272819080887,-1.5617672631850257,-1.165463906655024,-0.13058170656470308
-1.3698303326523964,0.23016064025366637,-0.4021207492810059,-1.1003708271269443,1.4903257241852534
0.11200849217133932,1.7068272443897223,0.8567667019125411,0.35476267482823903,0.6858452217008187
0.11200849217133932,1.1161606027353,-1.50211824604882,1.2574418294519412,-1.0221347692251816
0.8529279045832071,-0.360506001400756,0.14698040668591442,0.9597399354704654,-0.5444206741818193
-1.3698303326523964,-1.5418392847096007,-0.02368500587164549,-0.7193317888353938,-1.2209224516281474
-0.6289109202405285,-1.2465059638823897,-1.1456755365780407,-0.5277001174443424,-1.156452556372804
-1.3698303326523964,-0.06517268057354482,-1.0549777268504712,0.546500492077501,-1.7196849653441393
0.11200849217133932,-1.5418392847096007,0.9026267025544502,-1.187844159564952,-0.25021661495018327
